title,authorLN,authorFN,authorID,year,pages,country,repetition,gender,language
Elle,Glover,Douglas,dglover,2005,224,CAN,0,1,e
Rockbound,Day,Frank,fday,2005,323,CAN,0,1,e
Adam,Nouwen,Henri J. M.,hnouwen,2005,128,CAN,0,1,e
Fear and Trembling,Kierkegaard,Soren,skierkegaard,2005,132,DEN,1,1,e
The Gift of Death,Derrida,Jacques,jderrida,2005,115,FRA,0,1,e
Harry Potter and the Half-Blood Prince,Rowling,J. K.,jrowling,2005,652,GBR,0,0,e
Sounder,Armstrong,William,warmstrong,2005,83,USA,0,1,e
Fidelity,Berry,Wendell,wberry,2005,201,USA,0,1,e
The Secular City,Cox,Harvey,hcox,2005,235,USA,0,1,e
Voluntary Simplicity,Elgin,Duane,delgin,2005,218,USA,0,1,e
The Rules of Engagement,Brookner,Anita,abrookner,2006,247,GBR,0,0,e
The Red Tent,Diamant,Anita,adiamant,2006,321,USA,0,0,e
The Autobiography of Joseph Stalin,Lourie,Richard,rlourie,2006,261,USA,0,1,e
The Queen of Spades,Pushkin,Alexander,apushkin,2006,45,RUS,0,1,e
Anna on the Neck,Chekhov,Anton,achekhov,2006,15,RUS,0,1,e
The Outrage,Kuprin,Alexander,akuprin,2006,17,RUS,0,1,e
Eleven Kinds of Loneliness,Yates,Richard,ryates,2006,173,USA,0,1,e
The Seven Storey Mountain,Merton,Thomas,tmerton,2006,422,USA,0,1,e
King Candaules,Gautier,Theophile,tgautier,2006,139,FRA,0,1,e
St Francis of Assisi,Chesterton,G. K.,gchesterton,2006,139,GBR,0,1,e
The Concept of Logical Consequence,Etchemendy,John,jetchemendy,2006,159,USA,0,1,e
The God Who May Be,Kearney,Richard,rkearney,2007,185,IRL,0,1,e
Cato Bontjes van Beek Ich habe nicht um mein Leben gebettelt,Vinke,Hermann,vinke,2007,215,BRD,0,1,e
Beloved,Morrison,Toni,tmorrison,2007,275,USA,0,0,e
In the Name of Jesus,Nouwen,Henri,hnouwen,2007,107,NED,0,1,e
Koenig Kandaules,Gide,Andre,agide,2007,93,FRA,0,1,d
Sophie s Choice,Styron,William,wstyron,2007,515,USA,0,1,e
Theaterstuecke,Hebbel,Friedrich,fhebbel,2007,69,BRD,0,1,d
The Tin Flute,Roy,Gabrielle,groy,2007,383,CAN,0,0,e
The Tasks of Philosophy,MacIntyre,Alasdair,amacintyre,2007,187,USA,0,1,e
The Power and the Glory,Greene,Graham,ggreene,2007,222,GBR,0,1,e
Zur Genealogie der Moral,Nietzsche,Friedrich,fnietzsche,2007,159,BRD,0,1,d
Gilead,Robinson,Marilynne,mrobinson,2007,247,USA,0,0,e
The Reveries of the Solitary Walker,Rousseau,Jean-Jacques,jrousseau,2007,143,FRA,0,1,e
The Road,McCarthy,Cormac,cmccarthy,2007,287,USA,0,1,e
Einfuehrung in die Astronomie,Rohlfs,Kristen,krohlfs,2007,285,BRD,0,1,d
The Divine Comedy,Alighieri,Dante,dalighieri,2007,895,ITA,0,1,e
On Chesil Beach,McEwan,Ian,imcewan,2008,166,GBR,0,1,e
His Dark Materials,Pullman,Philip,ppullman,2008,1243,GBR,0,1,e
Late Nights on Air,Hay,Elizabeth,ehay,2008,364,CAN,0,0,e
Travels in the Scriptorium,Auster,Paul,pauster,2008,145,USA,0,1,e
German Literature in the Era of Enlightenment and Sensibility,Becker-Cantarino,Barbara,bbecker-cantarino,2008,22,USA,0,0,e
Enlightenment Thought and Natural Law from Leibniz to Kant and its Influence on German Literature,Hammermeister,Kai,khammermeister,2008,17,USA,0,1,e
Gottsched s Literary Reforms The Beginning of Modern German Literature,Goodman,Katherine R.,kgoodman,2008,17,USA,0,0,e
Enlightenment in Austria Cultural Identity and a National Literature,Eybl,Franz M.,feybl,2008,15,AUT,0,1,e
Eighteenth-Century German in its Historical Context,Wilson,W. Daniel,wwilson,2008,16,USA,0,1,e
The Legacy of the Enlightenment Critique from Hamann and Herder to the Frankfurt School,Holub,Robert C.,rholub,2008,2,USA,0,1,e
The Way of Ignorance,Berry,Wendell,wberry,2008,180,USA,0,1,e
Kant A Biography,Kuehn,Manfred,mkuehn,2008,422,USA,0,1,e
Essay On Man,Pope,Alexander,apope,2008,15,GBR,0,1,e
Mozart A Cultural Biography,Gutman,Robert W.,rgutman,2008,368,USA,0,1,e
Modularity of Mind,Fodor,Jerry,jfodor,2008,129,USA,0,1,e
The Mind Doesn t Work That Way,Fodor,Jerry,jfodor,2008,100,USA,0,1,e
Slaughterhouse-Five,Vonnegut,Kurt,kvonnegut,2008,215,USA,0,1,e
The Architecture of the Mind,Carruthers,Peter,pcarruthers,2008,288,USA,0,1,e
Escaping the Self,Baumeister,Roy,rbaumeister,2009,213,USA,0,1,e
Tracking the Truth,Roush,Sherrilyn,sroush,2009,224,USA,0,0,e
The Sources of Normativity,Korsgaard,Christine,ckorsgaard,2009,130,USA,0,0,e
Philosophy of Sex,Soble,Alan,asoble,2009,0,USA,0,1,e
Metaphysik der Sitten,Kant,Immanuel,ikant,2009,0,BRD,0,1,d
Intercourse,Dworkin,Andrea,adworkin,2009,247,USA,0,0,e
Utilitarianism,Mill,John Stuart,jmill,2009,64,GBR,0,1,e
Brooklyn Follies,Auster,Paul,pauster,2009,306,USA,0,1,e
Ethics and the Limits of Philosophy,Williams,Bernard,bwilliams,2009,202,GBR,0,1,e
Elements of Style,White,E.B.,ebwhite,2009,132,USA,0,1,e
Lust,Jelinek,Elfriede,ejelinek,2009,255,AUT,0,0,d
The Brothers K,Duncan,David James,dduncan,2009,643,USA,0,1,e
Babi Yar,Kuznetsov,A. Anatoli,akuznetsov,2010,404,UKR,0,1,e
Im Krebsgang,Grass,Guenter,ggrass,2010,216,BRD,0,1,d
Le Petit Prince,Saint-Exupery,Antoine de,asaintexupery,2010,86,FRA,0,1,f
Life After Theory,Payne and Schad,Michael and John,payneschad,2010,189,USA,0,1,e
What Is a Woman the Missing Mother and Representation of Patriarchy,Moi,Toril,tmoi,2010,154,USA,0,0,e
Die phaenomenologische Methode,Husserl,Edmund,ehusserl,2010,270,BRD,0,1,d
Maigret et le clochard,Simenon,Georges,gsimenon,2010,187,FRA,0,1,f
Day of the Dragon King,Osborne,Mary Pope,mosborne,2010,68,USA,0,0,e
The Collapse of the Fact-Value Dichotomy,Putnam,Hilary,hputnam,2010,145,USA,0,1,e
From Stimulus to Science,Quine,WOV,wquine,2010,99,USA,0,1,e
Bonjour Tristesse,Sagan,Francoise,fsagan,2010,180,FRA,0,0,f
Evidentialism,Conee and Feldman,Earl and Richard,coneefeldman,2010,306,USA,0,1,e
Old Friends,Dixon,Stephen,sdixon,2010,220,USA,0,1,e
L homme qui plantait des arbres,Giono,Jean,jgiono,2010,16,FRA,0,1,f
Knowledge and Its Limits,Williamson,Timothy,twilliamson,2010,301,USA,0,1,e
The Satanic Mill,Preussler,Otfried,opreussler,2010,250,BRD,0,1,e
Simulating Minds,Goldman,Alvin,agoldman,2010,303,USA,0,1,e
Mindreading,Nichols and Stich,Shaun and Stephen,ssnicholsstich,2010,213,USA,0,1,e
The Idea of a Social Science and Its Relation to Philosophy,Winch,Peter,pwinch,2010,177,GBR,0,1,e
Otherwise,Mowat,Farley,fmowat,2011,309,CAN,0,1,e
The Golden Mean,Lyon,Annabel,alyon,2011,284,CAN,0,0,e
Chemistry for Beginners,Strong,Anthony,astrong,2011,347,GBR,0,1,e
Nicomachean Ethics,Aristotle,Aristotle,aristotle,2011,258,GRE,0,1,e
Carnap s Early Conventionalism,Runggaldier,Edmund,erunggaldier,2011,140,AUT,0,1,e
Everyman,Roth,Philip,proth,2011,184,USA,0,1,e
Every Last One,Quindlen,Anna,aquindlen,2011,299,USA,0,0,e
Saturday,McEwan,Ian,imcewan,2011,279,GBR,0,1,e
The Flying Classroom,Kaestner,Erich,ekaestner,2011,223,BRD,0,1,e
The Sportswriter,Ford,Richard,rford,2011,375,USA,0,1,e
Five on a Treasure Island,Blyton,Enid,eblyton,2011,44,GBR,0,0,e
Five Go Adventuring Again,Blyton,Enid,eblyton,2011,44,GBR,0,0,e
Five Run Away Together,Blyton,Enid,eblyton,2011,44,GBR,0,0,e
Girl with the Dragon Tattoo,Larsson,Stieg,slarsson,2011,590,SWE,0,1,e
Genealogy of Morality,Nietzsche,Friedrich,fnietzsche,2011,120,BRD,1,1,e
The Invention of Hugo Cabret,Selznick,Brian,bselznick,2011,511,USA,0,1,e
Dialogues Concerning Natural Religion,Hume,David,dhume,2011,89,GBR,0,1,e
Truth and Truthfulness,Williams,Bernard,bwilliams,2011,277,GBR,0,1,e
Husband and Wife,Stewart,Leah,sstewart,2011,347,USA,0,0,e
Treatise on Human Nature,Hume,David,dhume,2012,401,GBR,0,1,e
Hume Variations,Fodor,Jerry,jfodor,2012,158,USA,0,1,e
Discipline and Punish,Foucault,Michel,mfoucalut,2012,308,FRA,0,1,e
History of Sexuality Introduction,Foucault,Michel,mfoucault,2012,166,FRA,0,1,e
The Borrowers,Norton,Mary,mnorton,2012,180,GBR,0,0,e
Eclipse of God,Buber,Martin,mbuber,2012,137,ISR,0,1,e
Furnishing the Mind,Prinz,Jesse,jprinz,2012,315,USA,0,1,e
Knowledge and the Flow of Information,Dretske,Fred,fdretske,2012,235,USA,0,1,e
Psychosemantics,Fodor,Jerry,jfodor,2012,154,USA,0,1,e
Saint Foucault Towards a Gay Hagiography,Halperin,David,dhalperin,2012,185,USA,0,1,e
Kritik der praktischen Vernunft,Kant,Immanuel,ikant,2012,207,BRD,0,1,d
Intimate Terrorism,Miller,Michael Vincent,mmiller,2012,237,USA,0,1,e
Blue Nights,Didion,Joan,jdidion,2012,188,USA,0,0,e
Portnoy s Complaint,Roth,Philip,proth,2012,274,USA,0,1,e
What We Talk About When We Talk About Love,Carver,Raymond,rcarver,2012,188,USA,0,1,e
The Girl Who Played With Fire,Larsson,Stieg,slarsson,2012,503,SWE,0,1,e
How Should a Person Be,Heti,Sheila,sheti,2012,279,CAN,0,0,e
Probability Theory the Logic of Science,Jaynes,Edwin T.,ejaynes,2012,681,USA,0,1,e
Real Materialism and Other Essays,Strawson,Galen,gstrawson,2012,454,GBR,0,1,e
Dad,Wharton,William,wwharton,2012,449,USA,0,1,e
Normative Ethics,Kagan,Shelly,skagan,2012,320,USA,0,1,e
The Hobbit,Tolkien,J.R.R.,jtolkien,2012,280,GBR,0,1,e
Kontemplative Exerzitien,Jalics,Franz,fjalics,2012,399,BRD,0,1,d
Journal 1935--1944,Sebastian,Mihail,msebastian,2012,641,RUM,0,1,e
The Westing Game,Raskin,Ellen,eraskin,2012,182,USA,0,0,e
An Enquiry Concerning the Principles of Morals,Hume,David,dhume,2012,156,GBR,0,1,e
Subjective Probability,Jeffrey,Richard,rjeffrey,2013,113,USA,0,1,e
La femme qui attendait,Makine,Andrei,amakine,2013,214,FRA,0,1,f
L ignorance,Kundera,Milan,mkundera,2013,237,TCH,0,1,f
On What Matters Volume One,Parfit,Derek,dparfit,2013,419,GBR,0,1,e
The Logic of Decision,Jeffrey,Richard,rjeffrey,2013,227,USA,0,1,e
Momo,Ende,Michael,mende,2013,304,BRD,1,1,e
Hotzenplotz 3,Preussler,Otfried,opreussler,2013,126,BRD,0,1,d
Information A Very Short Introduction,Floridi,Luciano,lfloridi,2013,121,ITA,0,1,e
Fablehaven,Mull,Brandon,bmull,2013,321,USA,0,1,e
Hors de moi,van Cauwelaert,Didier,dvcauwelaert,2013,217,FRA,0,1,f
Logicomix,Doxiadis,Apostolos,adoxiadis,2013,344,GRE,0,1,e
La Bicyclette bleue,Deforges,Regine,rdeforges,2013,413,FRA,0,0,f
Les recres du petit Nicolas,Goscinny,Rene,rgoscinny,2013,125,FRA,0,1,f
Because of Winn-Dixie,DiCamillo,Kate,kdicamillo,2013,182,USA,0,0,e
Euthyphro,Plato,Plato,pplato,2013,19,GRE,1,1,e
Apology,Plato,Plato,pplato,2013,13,GRE,1,1,e
Gorgias,Plato,Plato,pplato,2013,113,GRE,0,1,e
The Wise Men of Schilda,Preussler,Otfried,opreussler,2013,185,BRD,0,1,e
Scientific Reasoning The Bayesian Approach,Howson and Urbach,Colin and Peter,howsonurbach,2013,302,GBR,0,1,e
Betting on Theories,Maher,Patrick,pmaher,2014,244,AUS,0,1,e
Planted,Kostamo,Leah,lkostamo,2014,152,CAN,0,0,e
Ce que le jour doit a la nuit,Khadra,Yasmina,ykhadra,2014,441,ALG,0,1,f
Symmetry and Its Discontents,Zabell,Sandy,szabell,2014,269,USA,0,1,e
Animal Farm,Orwell,George,gorwell,2014,112,GBR,0,1,e
The Bride Stripped Bare,Gemmell,Nikki,ngemmell,2014,374,AUS,0,0,e
35 kilos d espoir,Gavalda,Anna,agavalda,2014,75,FRA,0,0,f
Le coeur regulier,Adam,Olivier,oadam,2014,217,FRA,0,1,f
Le premier jour,Levy,Marc,mlevy,2014,500,FRA,0,1,f
The Brothers Lionheart,Lindgren,Astrid,alindgren,2014,188,SWE,0,0,e
Men Explain Things to Me,Solnit,Rebecca,rsolnit,2014,124,USA,0,0,e
Smart,Slater,Kim,kslater,2014,229,GBR,0,0,e
Le mythe de Sisyphe,Camus,Albert,acamus,2014,185,ALG,0,1,f
L etranger,Camus,Albert,acamus,2014,191,ALG,0,1,f
La valse lente des tortues,Pancol,Katherine,kpancol,2015,753,FRA,0,0,f
Hygiene de l assassin,Nothomb,Amelie,anothomb,2015,222,FRA,0,0,f
Discourse on Method,Descartes,Rene,rdescartes,2015,54,FRA,0,1,e
Le crepuscule des elfes,Fetjaine,Jean-Louis,jlfetjaine,2015,350,FRA,0,1,f
La femme de papier,Rey,Francoise,rfrancoise,2015,186,FRA,0,0,f
Le sermon sur la chute de Rome,Ferrari,Jerome,jferrari,2015,204,FRA,0,1,f
Matin et soir,Fosse,Jon,jfosse,2016,123,NOR,0,1,f
Critical Condition,Finn,Patrick,pfinn,2016,110,CAN,0,1,e
Rien ne s oppose a la nuit,de Vigan,Delphine,ddevigan,2016,401,FRA,0,0,f
Le confident,Gremillon,Helene,hgremillon,2016,311,FRA,0,0,f
Un secret,Grimbert,Philippe,pgrimbert,2016,185,FRA,0,1,f
Heavenly Mathematics,van Brummelen,Glen,gvbrummelen,2016,208,CAN,0,1,e
Thought and Reality,Dummett,Michael,mdummett,2016,109,GBR,0,1,e
Kafka s Other Trial,Canetti,Elias,ecanetti,2016,118,GBR,0,1,e
The Clocks,Christie,Agatha,achristie,2016,297,GBR,0,0,e
Franz Kafka A Collection of Criticism,Hamalian,Leo,lhamalian,2016,143,USA,0,1,e
Testaments Betrayed An Essay in Nine Parts,Kundera,Milan,mkundera,2016,279,FRA,0,1,e
The Sickness unto Death,Kierkegaard,Soeren,skierkegaard,2016,131,DEN,0,1,e
Brief an den Vater,Kafka,Franz,fkafka,2017,40,TCH,1,1,e
Amerika,Kafka,Franz,fkafka,2017,288,AUT,1,1,e
Letters to Milena,Kafka,Franz,fkafka,2017,298,TCH,0,1,e
The Metamorphosis and Other Stories,Kafka,Franz,fkafka,2017,275,AUT,0,1,e
Der Prozess,Kafka,Franz,fkafka,2017,185,AUT,0,1,d
Das Schloss,Kafka,Franz,fkafka,2017,284,TCH,0,1,d
Foucault A Critical Reader,Hoy,David Couzens,dchoy,2017,239,USA,0,1,e
I Want to Live,Lugovskaya,Nina,nlugovskaya,2017,270,RUS,0,0,e
Germinal,Zola,Emile,ezola,2017,502,FRA,0,1,f
L amie prodigieuse,Ferrante,Elena,eferrante,2017,430,ITA,0,0,f
Le Petit Prince,Saint-Exupery,Antoine de,asaintexupery,2017,86,FRA,1,1,f
The Garden of Eden,Hemingway,Ernest,ehemingway,2018,247,USA,0,1,e
Le petit Nicolas,Goscinny,Rene,rgoscinny,2018,157,FRA,0,1,f
Mein Ruebezahl Buch,Preussler,Otfried,opreussler,2018,203,BRD,0,1,d
Si c est un homme,Levi,Primo,plevi,2018,315,ITA,0,1,f
Un instant d abandon,Besson,Philippe,pbesson,2018,213,FRA,0,1,f
Le nouveau nom,Ferrante,Elena,eferrante,2018,640,ITA,0,0,f
Der Geliebte der Mutter,Widmer,Urs,uwidmer,2018,130,SUI,0,1,d
Book of Greek Myths,d Aulaire,Ingri and Edgar Parin,daulaire,2018,189,USA,0,0,e
Nos separations,Foenkinos,David,dfoenkinos,2018,218,FRA,0,1,f
Philosophie des Stattdessen,Marquard,Odo,omarquard,2018,139,BRD,0,1,d
Woodcutters,Bernhard,Thomas,tbernhard,2019,181,AUT,0,1,e
The Wild Duck,Ibsen,Henrik,hibsen,2019,146,NOR,0,1,e
Ficciones,Borges,Jorge Luis,jlborges,2019,142,ARG,0,1,e
Homo Faber,Frisch,Max,mfrisch,2019,220,SUI,0,1,d
le livre de ma mere,Cohen,Albert,acohen,2019,222,SUI,0,1,f
Gehen,Bernhard,Thomas,tbernhard,2019,101,AUT,0,1,d
Amras,Bernhard,Thomas,tbernhard,2019,60,AUT,0,1,e
Walking,Bernhard,Thomas,tbernhard,2019,50,AUT,0,1,e
The Brothers Lionheart,Lindgren,Astrid,alindgren,2019,188,SWE,1,0,e
Aufzeichnungen aus dem Untergrund,Dostoevsky,Fyodor,fdostoevsky,2019,146,RUS,0,1,d
Ausloeschung,Bernhard,Thomas,tbernhard,2019,651,AUT,0,1,d
Der Antichrist,Nietzsche,Friedrich,fnietzsche,2019,78,BRD,0,1,d
Jenseits von Gut und Boese,Nietzsche,Friedrich,fnietzsche,2019,201,BRD,0,1,d
Zur Genealogie der Moral,Nietzsche,Friedrich,fnietzsche,2019,159,BRD,1,1,d
Die froehliche Wissenschaft,Nietzsche,Friedrich,fnietzsche,2019,192,BRD,0,1,d
Morgenroethe,Nietzsche,Friedrich,fnietzsche,2019,270,BRD,0,1,d
Menschliches Allzumenschliches,Nietzsche,Friedrich,fnietzsche,2019,301,BRD,0,1,d
Ecce Homo,Nietzsche,Friedrich,fnietzsche,2019,105,BRD,0,1,d
Kafka sur le rivage,Haruki,Murakami,hmurakami,2019,638,JAP,0,1,f
The Catcher in the Rye,Salinger,Jerome D.,jsalinger,2019,288,USA,1,1,e
Molloy,Beckett,Samuel,sbeckett,2019,170,IRL,0,1,e
Lolita,Nabokov,Vladimir,vnabokov,2019,298,USA,0,1,e
Sein und Zeit,Heidegger,Martin,mheidegger,2019,437,BRD,0,1,d
Chanson douce,Slimani,Leila,lslimani,2020,245,FRA,0,0,f
Philosophical Introductions,Habermas,Juergen,jhabermas,2020,169,BRD,0,1,e
History of Sexuality The Use of Pleasure,Foucault,Michel,mfoucault,2020,254,FRA,0,1,e
Vernon Subutex tome 1,Despentes,Virginie,vdespentes,2020,429,FRA,0,0,f
Holzwege,Heidegger,Martin,mheidegger,2020,382,BRD,0,1,d
The Malaise of Modernity,Taylor,Charles,ctaylor,2020,121,CAN,0,1,e
Meditations of First Philosophy,Descartes,Rene,rdescartes,2020,85,FRA,0,1,e
Utilitarianism,Mill,John Stuart,jmill,2020,64,GBR,1,1,e
Le journal dAurelie Laflamme tome 1,Desjardins,India,idesjardins,2020,237,CAN,0,0,f
History of Sexuality The Care of the Self,Foucault,Michel,mfoucault,2020,240,FRA,0,1,e
Le nouveau nom,Ferrante,Elena,eferrante,2020,480,ITA,0,0,f
The Sources of Normativity,Korsgaard,Christine,ckorsgaard,2021,166,USA,1,0,e
Les particules elementaires,Houellebecq,Michel,mhouellebecq,2021,317,FRA,0,1,f
Lincoln in the Bardo,Saunders,George,gsaunders,2021,343,USA,0,1,e
Retour a Reims,Eribon,Didier,deribon,2021,248,FRA,0,1,f
The Book of Dust La Belle Sauvage,Pullman,Philip,ppullman,2021,449,GBR,0,1,e
Beim Bau der chinesischen Mauer Ungedruckte Prosa,Kafka,Franz,fkafka,2021,272,TCH,0,1,d
La Maison aux Esprits,Allende,Isabel,iallende,2022,468,CHL,0,0,f
